code,name,category
002746,仙坛股份,业绩预告
002746,仙坛股份,分红/增持/回购
002725,跃岭股份,分红/增持/回购
002725,跃岭股份,业绩预告
002725,跃岭股份,出售/转让
002677,浙江美大,并购重组
002677,浙江美大,业绩预告
002677,浙江美大,出售/转让
002667,*ST威领,人事变动
002667,*ST威领,并购重组
002667,*ST威领,立案/处罚
002667,*ST威领,业绩预告
002667,*ST威领,重大诉讼
002667,*ST威领,破产重整
002667,*ST威领,质押/解押
002613,北玻股份,业绩预告
002613,北玻股份,破产重整
002613,北玻股份,人事变动
002602,世纪华通,质押/解押
002602,世纪华通,业绩预告
002602,世纪华通,立案/处罚
002602,世纪华通,分红/增持/回购
002558,巨人网络,业绩预告
002558,巨人网络,分红/增持/回购
002558,巨人网络,破产重整
002535,林州重机,业绩预告
002535,林州重机,人事变动
002535,林州重机,破产重整
002535,林州重机,质押/解押
002487,大金重工,分红/增持/回购
002481,双塔食品,破产重整
002481,双塔食品,人事变动
002481,双塔食品,分红/增持/回购
002481,双塔食品,立案/处罚
002481,双塔食品,质押/解押
002326,永太科技,业绩预告
002326,永太科技,人事变动
002326,永太科技,质押/解押
002264,新华都,重大诉讼
002264,新华都,破产重整
002264,新华都,分红/增持/回购
002218,拓日新能,业绩预告
002218,拓日新能,破产重整
002218,拓日新能,重大诉讼
002217,ST合力泰,分红/增持/回购
002217,ST合力泰,退市风险
002217,ST合力泰,人事变动
002176,江特电机,人事变动
002176,江特电机,质押/解押
002176,江特电机,业绩预告
002176,江特电机,分红/增持/回购
002176,江特电机,破产重整
002169,智光电气,业绩预告
002169,智光电气,质押/解押
002169,智光电气,并购重组
002102,ST能特,退市风险
002102,ST能特,分红/增持/回购
002102,ST能特,质押/解押
002102,ST能特,破产重整
002102,ST能特,业绩预告
002102,ST能特,人事变动
002067,景兴纸业,立案/处罚
002067,景兴纸业,业绩预告
002067,景兴纸业,人事变动
002067,景兴纸业,破产重整
002048,宁波华翔,业绩预告
002048,宁波华翔,分红/增持/回购
002048,宁波华翔,人事变动
002040,南京港,分红/增持/回购
002040,南京港,破产重整
002040,南京港,人事变动
002015,协鑫能科,质押/解押
002009,天奇股份,分红/增持/回购
002009,天奇股份,质押/解押
002008,大族激光,破产重整
002008,大族激光,业绩预告
002008,大族激光,质押/解押
001358,兴欣新材,分红/增持/回购
001216,华瓷股份,出售/转让
001216,华瓷股份,业绩预告
001216,华瓷股份,澄清/辟谣
000985,大庆华科,业绩预告
000985,大庆华科,分红/增持/回购
000985,大庆华科,人事变动
000985,大庆华科,破产重整
000952,广济药业,破产重整
000952,广济药业,业绩预告
000952,广济药业,出售/转让
000810,创维数字,业绩预告
000810,创维数字,破产重整
000792,盐湖股份,业绩预告
000792,盐湖股份,人事变动
000788,北大医药,分红/增持/回购
000788,北大医药,业绩预告
000779,甘咨询,人事变动
000779,甘咨询,分红/增持/回购
000736,中交发展,业绩预告
000680,山推股份,破产重整
000680,山推股份,分红/增持/回购
000680,山推股份,业绩预告
000680,山推股份,人事变动
000558,天府文旅,业绩预告
000558,天府文旅,出售/转让
000558,天府文旅,破产重整
000558,天府文旅,并购重组
000514,渝开发,业绩预告
000514,渝开发,并购重组
000514,渝开发,破产重整
000514,渝开发,人事变动
000503,国新健康,出售/转让
000503,国新健康,业绩预告
000155,川能动力,业绩预告
000155,川能动力,分红/增持/回购
000155,川能动力,并购重组
000058,深赛格,人事变动
000058,深赛格,破产重整
000058,深赛格,重大诉讼
000031,大悦城,破产重整
000031,大悦城,业绩预告
000031,大悦城,出售/转让
000010,*ST美丽,业绩预告
000010,*ST美丽,重大诉讼
000010,*ST美丽,并购重组
000010,*ST美丽,破产重整
920593,鼎智科技,分红/增持/回购
920593,鼎智科技,破产重整
920533,骏创科技,分红/增持/回购
920351,华光源海,分红/增持/回购
920351,华光源海,并购重组
920351,华光源海,业绩预告
920055,隆源股份,分红/增持/回购
920016,中草香料,破产重整
688828,国仪公司,业绩预告
688816,易思维,人事变动
688816,易思维,业绩预告
688757,胜科纳米,分红/增持/回购
688757,胜科纳米,业绩预告
688750,金天钛业,分红/增持/回购
688750,金天钛业,业绩预告
688750,金天钛业,立案/处罚
688739,成大生物,业绩预告
688709,成都华微,分红/增持/回购
688709,成都华微,人事变动
688709,成都华微,业绩预告
688698,伟创电气,业绩预告
688638,誉辰智能,分红/增持/回购
688638,誉辰智能,业绩预告
688635,长进光子,业绩预告
688508,芯朋微,破产重整
688508,芯朋微,业绩预告
688458,美芯晟,业绩预告
688448,磁谷科技,业绩预告
688435,英方软件,破产重整
688435,英方软件,业绩预告
688392,骄成超声,并购重组
688392,骄成超声,人事变动
688392,骄成超声,分红/增持/回购
688392,骄成超声,重大诉讼
688387,信科移动,业绩预告
688371,菲沃泰,并购重组
688371,菲沃泰,业绩预告
688308,欧科亿,分红/增持/回购
688308,欧科亿,业绩预告
688308,欧科亿,并购重组
688308,欧科亿,人事变动
688301,奕瑞科技,业绩预告
688301,奕瑞科技,人事变动
688300,联瑞新材,人事变动
688300,联瑞新材,破产重整
688300,联瑞新材,业绩预告
688296,和达科技,业绩预告
688296,和达科技,人事变动
688296,和达科技,破产重整
688291,金橙子,并购重组
688291,金橙子,业绩预告
688291,金橙子,人事变动
688291,金橙子,破产重整
688273,麦澜德,破产重整
688273,麦澜德,人事变动
688273,麦澜德,业绩预告
688233,神工股份,出售/转让
688233,神工股份,并购重组
688233,神工股份,业绩预告
688216,气派科技,业绩预告
688216,气派科技,人事变动
688179,阿拉丁,分红/增持/回购
688179,阿拉丁,人事变动
688179,阿拉丁,业绩预告
688158,优刻得,破产重整
688146,中船特气,业绩预告
688129,东来技术,分红/增持/回购
688129,东来技术,业绩预告
688092,爱科科技,分红/增持/回购
688092,爱科科技,人事变动
688092,爱科科技,业绩预告
688092,爱科科技,破产重整
688089,ST嘉必优,退市风险
688089,ST嘉必优,业绩预告
688089,ST嘉必优,分红/增持/回购
688089,ST嘉必优,重大诉讼
688035,德邦科技,分红/增持/回购
688035,德邦科技,业绩预告
688032,禾迈股份,人事变动
688032,禾迈股份,出售/转让
688032,禾迈股份,业绩预告
605389,长龄液压,出售/转让
605389,长龄液压,破产重整
605389,长龄液压,分红/增持/回购
605389,长龄液压,业绩预告
605389,长龄液压,并购重组
605289,罗曼股份,破产重整
605289,罗曼股份,业绩预告
605286,同力天启,业绩预告
605286,同力天启,质押/解押
605277,新亚电子,业绩预告
605228,神通科技,业绩预告
605228,神通科技,分红/增持/回购
605177,东亚药业,业绩预告
605123,派克新材,分红/增持/回购
605123,派克新材,业绩预告
605009,豪悦护理,分红/增持/回购
605009,豪悦护理,人事变动
605009,豪悦护理,破产重整
605009,豪悦护理,业绩预告
603949,雪龙集团,分红/增持/回购
603949,雪龙集团,业绩预告
603896,寿仙谷,业绩预告
603890,春秋电子,业绩预告
603886,元祖股份,业绩预告
603886,元祖股份,破产重整
603883,老百姓,分红/增持/回购
603883,老百姓,质押/解押
603883,老百姓,业绩预告
603877,太平鸟,业绩预告
603877,太平鸟,人事变动
603800,洪田股份,质押/解押
603800,洪田股份,业绩预告
603800,洪田股份,重大诉讼
603800,洪田股份,并购重组
603800,洪田股份,破产重整
603709,中源家居,出售/转让
603709,中源家居,业绩预告
603709,中源家居,分红/增持/回购
603709,中源家居,并购重组
603699,纽威股份,破产重整
603699,纽威股份,分红/增持/回购
603699,纽威股份,质押/解押
603655,朗博科技,业绩预告
603655,朗博科技,分红/增持/回购
603636,南威软件,立案/处罚
603636,南威软件,业绩预告
603636,南威软件,质押/解押
603636,南威软件,重大诉讼
603516,淳中科技,业绩预告
603516,淳中科技,分红/增持/回购
603400,华之杰,分红/增持/回购
603400,华之杰,业绩预告
603400,华之杰,并购重组
603368,柳药集团,质押/解押
603368,柳药集团,分红/增持/回购
603368,柳药集团,业绩预告
603277,银都股份,业绩预告
603277,银都股份,分红/增持/回购
603261,立航科技,业绩预告
603261,立航科技,出售/转让
603210,泰鸿万立,破产重整
603210,泰鸿万立,业绩预告
603199,九华旅游,人事变动
603199,九华旅游,业绩预告
603193,润本股份,分红/增持/回购
603161,科华控股,业绩预告
603156,养元饮品,分红/增持/回购
603156,养元饮品,业绩预告
603107,上海汽配,业绩预告
603065,宿迁联盛,质押/解押
603065,宿迁联盛,业绩预告
603065,宿迁联盛,破产重整
603018,华设集团,业绩预告
603018,华设集团,分红/增持/回购
603014,威高血净,并购重组
603014,威高血净,业绩预告
603014,威高血净,分红/增持/回购
603006,联明股份,分红/增持/回购
603006,联明股份,业绩预告
601958,金钼股份,人事变动
601958,金钼股份,业绩预告
601958,金钼股份,分红/增持/回购
601882,海天精工,分红/增持/回购
601882,海天精工,业绩预告
601528,瑞丰银行,破产重整
601528,瑞丰银行,分红/增持/回购
601528,瑞丰银行,业绩预告
601326,秦港股份,重大诉讼
601326,秦港股份,分红/增持/回购
601326,秦港股份,破产重整
601326,秦港股份,业绩预告
601216,君正集团,分红/增持/回购
601216,君正集团,破产重整
601216,君正集团,人事变动
601216,君正集团,业绩预告
601188,龙江交通,分红/增持/回购
601188,龙江交通,业绩预告
601136,首创证券,人事变动
601136,首创证券,分红/增持/回购
601136,首创证券,业绩预告
601136,首创证券,破产重整
601133,柏诚股份,分红/增持/回购
601133,柏诚股份,业绩预告
601083,锦江航运,破产重整
601083,锦江航运,分红/增持/回购
601083,锦江航运,业绩预告
601010,ST文峰,退市风险
601010,ST文峰,分红/增持/回购
601010,ST文峰,质押/解押
601010,ST文峰,业绩预告
601010,ST文峰,立案/处罚
601010,ST文峰,重大诉讼
601010,ST文峰,破产重整
601010,ST文峰,人事变动
601007,金陵饭店,分红/增持/回购
601007,金陵饭店,人事变动
601007,金陵饭店,业绩预告
601006,大秦铁路,分红/增持/回购
601006,大秦铁路,业绩预告
600988,赤峰黄金,质押/解押
600988,赤峰黄金,业绩预告
600988,赤峰黄金,并购重组
600977,中国电影,分红/增持/回购
600977,中国电影,业绩预告
600975,新五丰,人事变动
600975,新五丰,业绩预告
600975,新五丰,重大诉讼
600975,新五丰,并购重组
600936,北投科技,业绩预告
600936,北投科技,并购重组
600779,水井坊,破产重整
600779,水井坊,业绩预告
600779,水井坊,人事变动
600779,水井坊,分红/增持/回购
600742,富维股份,分红/增持/回购
600742,富维股份,破产重整
600742,富维股份,业绩预告
600718,东软集团,分红/增持/回购
600718,东软集团,业绩预告
600710,苏美达,并购重组
600710,苏美达,业绩预告
600710,苏美达,立案/处罚
600666,奥瑞德,业绩预告
600666,奥瑞德,并购重组
600666,奥瑞德,立案/处罚
600666,奥瑞德,出售/转让
600666,奥瑞德,分红/增持/回购
600644,乐山电力,破产重整
600644,乐山电力,业绩预告
600637,东方明珠,业绩预告
600637,东方明珠,分红/增持/回购
600546,山煤国际,破产重整
600546,山煤国际,分红/增持/回购
600546,山煤国际,业绩预告
600546,山煤国际,人事变动
600543,*ST莫高,出售/转让
600543,*ST莫高,人事变动
600543,*ST莫高,业绩预告
600501,航天晨光,人事变动
600501,航天晨光,业绩预告
600448,华纺股份,业绩预告
600425,青松建化,业绩预告
600379,宝光股份,人事变动
600379,宝光股份,分红/增持/回购
600379,宝光股份,业绩预告
600269,赣粤高速,分红/增持/回购
600269,赣粤高速,业绩预告
600269,赣粤高速,人事变动
600197,伊力特,分红/增持/回购
600197,伊力特,业绩预告
600180,*ST瑞茂,退市风险
600180,*ST瑞茂,重大诉讼
600180,*ST瑞茂,质押/解押
600180,*ST瑞茂,业绩预告
600155,华创云信,业绩预告
600155,华创云信,重大诉讼
600155,华创云信,分红/增持/回购
600109,国金证券,分红/增持/回购
600109,国金证券,业绩预告
600101,明星电力,业绩预告
600101,明星电力,分红/增持/回购
600101,明星电力,质押/解押
600096,云天化,破产重整
600096,云天化,业绩预告
600096,云天化,分红/增持/回购
600089,特变电工,分红/增持/回购
600089,特变电工,业绩预告
600054,黄山旅游,分红/增持/回购
600054,黄山旅游,人事变动
600054,黄山旅游,业绩预告
301658,首航新能,人事变动
301658,首航新能,破产重整
301599,理奇智能,分红/增持/回购
301486,致尚科技,并购重组
301468,博盈特焊,人事变动
301468,博盈特焊,破产重整
301428,世纪恒通,人事变动
301428,世纪恒通,破产重整
301421,波长光电,业绩预告
301421,波长光电,分红/增持/回购
301397,溯联股份,分红/增持/回购
301397,溯联股份,并购重组
301397,溯联股份,业绩预告
301382,蜂助手,分红/增持/回购
301382,蜂助手,人事变动
301382,蜂助手,质押/解押
301321,翰博高新,并购重组
301321,翰博高新,重大诉讼
301321,翰博高新,人事变动
301321,翰博高新,破产重整
301321,翰博高新,出售/转让
301316,慧博云通,质押/解押
301316,慧博云通,破产重整
301316,慧博云通,并购重组
301316,慧博云通,分红/增持/回购
301288,清研环境,人事变动
301288,清研环境,破产重整
301280,珠城科技,分红/增持/回购
301280,珠城科技,出售/转让
301265,华新科技,分红/增持/回购
301265,华新科技,并购重组
301126,达嘉维康,业绩预告
301126,达嘉维康,人事变动
301126,达嘉维康,破产重整
301123,奕东电子,并购重组
301122,采纳股份,出售/转让
301121,紫建电子,质押/解押
301121,紫建电子,并购重组
301096,百诚医药,人事变动
301077,星华新材,破产重整
301077,星华新材,出售/转让
301043,绿岛风,业绩预告
301043,绿岛风,出售/转让
301043,绿岛风,分红/增持/回购
300998,宁波方正,质押/解押
300998,宁波方正,破产重整
300995,奇德新材,破产重整
300995,奇德新材,分红/增持/回购
300957,贝泰妮,分红/增持/回购
300935,盈建科,人事变动
300935,盈建科,破产重整
300889,爱克股份,并购重组
300889,爱克股份,质押/解押
300870,欧陆通,破产重整
300870,欧陆通,人事变动
300858,科拓生物,分红/增持/回购
300835,龙磁科技,分红/增持/回购
300835,龙磁科技,人事变动
300835,龙磁科技,破产重整
300835,龙磁科技,质押/解押
300813,泰林生物,分红/增持/回购
300803,指南针,分红/增持/回购
300803,指南针,破产重整
300800,力合科技,破产重整
300800,力合科技,业绩预告
300800,力合科技,质押/解押
300770,新媒股份,人事变动
300770,新媒股份,分红/增持/回购
300770,新媒股份,破产重整
300757,罗博特科,破产重整
300751,迈为股份,破产重整
300751,迈为股份,分红/增持/回购
300746,汉嘉数智,出售/转让
300746,汉嘉数智,立案/处罚
300746,汉嘉数智,人事变动
300710,万隆光电,并购重组
300710,万隆光电,人事变动
300710,万隆光电,破产重整
300688,创业黑马,并购重组
300654,世纪天鸿,质押/解押
300645,正元智慧,质押/解押
300645,正元智慧,并购重组
300645,正元智慧,重大诉讼
300645,正元智慧,分红/增持/回购
300604,长川科技,分红/增持/回购
300604,长川科技,破产重整
300604,长川科技,人事变动
300601,康泰生物,破产重整
300601,康泰生物,分红/增持/回购
300595,欧普康视,质押/解押
300595,欧普康视,分红/增持/回购
300586,美联新材,质押/解押
300586,美联新材,业绩预告
300573,兴齐眼药,分红/增持/回购
300530,领湃科技,人事变动
300530,领湃科技,业绩预告
300530,领湃科技,出售/转让
300457,赢合科技,人事变动
300457,赢合科技,破产重整
300457,赢合科技,分红/增持/回购
300457,赢合科技,业绩预告
300436,广生堂,质押/解押
300436,广生堂,破产重整
300436,广生堂,出售/转让
300430,*ST益通,人事变动
300430,*ST益通,退市风险
300430,*ST益通,质押/解押
300430,*ST益通,立案/处罚
300395,菲利华,业绩预告
300395,菲利华,分红/增持/回购
300395,菲利华,破产重整
300287,飞利信,人事变动
300287,飞利信,破产重整
300287,飞利信,质押/解押
300274,阳光电源,分红/增持/回购
300244,迪安诊断,质押/解押
300244,迪安诊断,并购重组
300207,欣旺达,质押/解押
300207,欣旺达,破产重整
300207,欣旺达,人事变动
300192,科德教育,分红/增持/回购
300181,佐力药业,分红/增持/回购
300133,华策影视,分红/增持/回购
300102,乾照光电,人事变动
300065,海兰信,并购重组
300033,同花顺,业绩预告
300033,同花顺,分红/增持/回购
002979,雷赛智能,业绩预告
002979,雷赛智能,分红/增持/回购
002979,雷赛智能,人事变动
002926,华西证券,业绩预告
002926,华西证券,分红/增持/回购
002926,华西证券,人事变动
002926,华西证券,破产重整
002900,哈三联,业绩预告
002900,哈三联,人事变动
002870,香山股份,业绩预告
002870,香山股份,并购重组
002870,香山股份,分红/增持/回购
002870,香山股份,破产重整
002832,比音勒芬,分红/增持/回购
002832,比音勒芬,破产重整
002809,红墙股份,人事变动
002809,红墙股份,破产重整
002809,红墙股份,业绩预告
002786,银宝山新,业绩预告
002786,银宝山新,破产重整
002780,三夫户外,业绩预告
002780,三夫户外,质押/解押
002780,三夫户外,重大诉讼
002780,三夫户外,分红/增持/回购
002762,金发拉比,业绩预告
002762,金发拉比,重大诉讼
002718,友邦吊顶,业绩预告
002718,友邦吊顶,并购重组
002718,友邦吊顶,人事变动
002659,凯文教育,出售/转让
002659,凯文教育,人事变动
002659,凯文教育,破产重整
002647,仁东控股,重大诉讼
002647,仁东控股,业绩预告
002647,仁东控股,破产重整
002630,*ST华西,退市风险
002630,*ST华西,破产重整
002630,*ST华西,业绩预告
002630,*ST华西,重大诉讼
002612,朗姿股份,业绩预告
002612,朗姿股份,质押/解押
002595,豪迈科技,人事变动
002595,豪迈科技,破产重整
002587,奥拓电子,分红/增持/回购
002587,奥拓电子,立案/处罚
002587,奥拓电子,重大诉讼
002554,惠博普,破产重整
002554,惠博普,业绩预告
002542,*ST中岩,重大诉讼
002542,*ST中岩,业绩预告
002542,*ST中岩,破产重整
002523,天桥起重,分红/增持/回购
002523,天桥起重,业绩预告
002523,天桥起重,破产重整
002523,天桥起重,人事变动
002520,日发精机,业绩预告
002520,日发精机,出售/转让
002520,日发精机,人事变动
002479,富春环保,业绩预告
002479,富春环保,破产重整
002479,富春环保,分红/增持/回购
002476,新叶股份,破产重整
002476,新叶股份,重大诉讼
002437,誉衡药业,破产重整
002436,兴森科技,立案/处罚
002436,兴森科技,分红/增持/回购
002436,兴森科技,业绩预告
002431,ST棕榈,重大诉讼
002431,ST棕榈,质押/解押
002431,ST棕榈,业绩预告
002431,ST棕榈,出售/转让
002431,ST棕榈,人事变动
002431,ST棕榈,立案/处罚
002414,高德红外,业绩预告
002414,高德红外,分红/增持/回购
002409,雅克科技,分红/增持/回购
002361,神剑股份,分红/增持/回购
002361,神剑股份,业绩预告
002361,神剑股份,人事变动
002361,神剑股份,立案/处罚
002346,柘中股份,破产重整
002346,柘中股份,分红/增持/回购
002346,柘中股份,业绩预告
002346,柘中股份,并购重组
002329,皇氏集团,业绩预告
002329,皇氏集团,出售/转让
002329,皇氏集团,重大诉讼
002327,富安娜,人事变动
002254,泰和新材,业绩预告
002254,泰和新材,破产重整
002208,合肥城建,破产重整
002208,合肥城建,业绩预告
002208,合肥城建,并购重组
002175,*ST东智,并购重组
002175,*ST东智,出售/转让
002175,*ST东智,人事变动
002175,*ST东智,破产重整
002166,莱茵生物,业绩预告
002166,莱茵生物,并购重组
002166,莱茵生物,破产重整
002146,荣盛发展,破产重整
002146,荣盛发展,业绩预告
002146,荣盛发展,重大诉讼
002096,易普力,人事变动
002096,易普力,破产重整
002096,易普力,分红/增持/回购
002096,易普力,业绩预告
002085,万丰奥威,人事变动
002085,万丰奥威,破产重整
002085,万丰奥威,分红/增持/回购
002036,联创电子,破产重整
002036,联创电子,质押/解押
002036,联创电子,业绩预告
002036,联创电子,并购重组
002036,联创电子,出售/转让
002036,联创电子,重大诉讼
002030,达安基因,破产重整
002030,达安基因,业绩预告
002030,达安基因,出售/转让
002030,达安基因,人事变动
002025,航天电器,分红/增持/回购
002025,航天电器,出售/转让
002025,航天电器,破产重整
001366,播恩集团,业绩预告
001366,播恩集团,质押/解押
001366,播恩集团,分红/增持/回购
001366,播恩集团,人事变动
001366,播恩集团,并购重组
000981,山子高科,业绩预告
000981,山子高科,澄清/辟谣
000923,河钢资源,分红/增持/回购
000923,河钢资源,业绩预告
000923,河钢资源,人事变动
000920,沃顿科技,分红/增持/回购
000875,电投绿能,并购重组
000875,电投绿能,破产重整
000875,电投绿能,分红/增持/回购
000612,焦作万方,业绩预告
000612,焦作万方,并购重组
000554,泰山石油,破产重整
000554,泰山石油,人事变动
000554,泰山石油,分红/增持/回购
000554,泰山石油,业绩预告
000544,中原环保,人事变动
000544,中原环保,出售/转让
000338,潍柴动力,人事变动
000338,潍柴动力,分红/增持/回购
000061,农产品,破产重整
000061,农产品,人事变动
920807,奔朗新材,分红/增持/回购
920493,并行科技,并购重组
920493,并行科技,业绩预告
920493,并行科技,立案/处罚
920493,并行科技,分红/增持/回购
920298,腾信精密,破产重整
920298,腾信精密,出售/转让
920178,锐翔智能,分红/增持/回购
920158,长江能科,分红/增持/回购
920108,宏海科技,分红/增持/回购
920108,宏海科技,破产重整
920011,晨光电机,破产重整
920009,丹娜生物,破产重整
920009,丹娜生物,分红/增持/回购
874772,腾信精密,破产重整
874772,腾信精密,出售/转让
688366,昊海生科,分红/增持/回购
688180,君实生物,出售/转让
688180,君实生物,业绩预告
688131,皓元医药,分红/增持/回购
688131,皓元医药,质押/解押
688131,皓元医药,业绩预告
605599,菜百股份,业绩预告
603757,大元泵业,出售/转让
603757,大元泵业,业绩预告
603757,大元泵业,分红/增持/回购
603725,天安新材,质押/解押
603725,天安新材,分红/增持/回购
603725,天安新材,业绩预告
603577,汇金通,业绩预告
603319,美湖股份,人事变动
603319,美湖股份,质押/解押
603319,美湖股份,分红/增持/回购
603319,美湖股份,业绩预告
603285,键邦股份,并购重组
603285,键邦股份,分红/增持/回购
603172,万丰股份,业绩预告
603125,常青科技,业绩预告
600981,苏豪汇鸿,分红/增持/回购
600981,苏豪汇鸿,业绩预告
600981,苏豪汇鸿,破产重整
600935,华塑股份,业绩预告
600872,中炬高新,分红/增持/回购
600872,中炬高新,业绩预告
600581,*ST八钢,出售/转让
600581,*ST八钢,破产重整
600581,*ST八钢,人事变动
600581,*ST八钢,业绩预告
600581,*ST八钢,立案/处罚
600169,ST太重,分红/增持/回购
600169,ST太重,业绩预告
600056,中国医药,业绩预告
600056,中国医药,人事变动
600056,中国医药,重大诉讼
301632,广东建科,破产重整
301632,广东建科,人事变动
301617,博苑新材,破产重整
301617,博苑新材,人事变动
301617,博苑新材,分红/增持/回购
301598,博科测试,人事变动
301598,博科测试,破产重整
301575,艾芬达,人事变动
301575,艾芬达,分红/增持/回购
301236,软通动力,分红/增持/回购
301236,软通动力,质押/解押
301236,软通动力,人事变动
301236,软通动力,破产重整
301234,五洲医疗,质押/解押
301234,五洲医疗,并购重组
301234,五洲医疗,出售/转让
301205,联特科技,业绩预告
301205,联特科技,人事变动
301205,联特科技,破产重整
301197,工大科雅,出售/转让
301197,工大科雅,分红/增持/回购
301193,家联科技,立案/处罚
301193,家联科技,分红/增持/回购
301193,家联科技,人事变动
301193,家联科技,破产重整
301179,泽宇智能,业绩预告
301179,泽宇智能,并购重组
301139,*ST元道,退市风险
301139,*ST元道,重大诉讼
301139,*ST元道,质押/解押
301139,*ST元道,立案/处罚
301133,金钟股份,破产重整
301133,金钟股份,并购重组
301133,金钟股份,人事变动
301133,金钟股份,出售/转让
300982,苏文电能,破产重整
300982,苏文电能,分红/增持/回购
300962,中金辐照,分红/增持/回购
300962,中金辐照,人事变动
300962,中金辐照,破产重整
300940,南极光,质押/解押
300845,捷安高科,人事变动
300845,捷安高科,破产重整
300678,中科信息,破产重整
300628,亿联网络,分红/增持/回购
300628,亿联网络,业绩预告
300616,尚品宅配,质押/解押
300616,尚品宅配,出售/转让
300592,华凯易佰,分红/增持/回购
300592,华凯易佰,业绩预告
300592,华凯易佰,并购重组
300592,华凯易佰,质押/解押
300575,中旗股份,立案/处罚
300575,中旗股份,质押/解押
300563,神宇股份,破产重整
300563,神宇股份,人事变动
300307,慈星股份,业绩预告
300307,慈星股份,分红/增持/回购
300237,ST美晨,重大诉讼
300237,ST美晨,并购重组
300237,ST美晨,出售/转让
300212,*ST易录,破产重整
300212,*ST易录,重大诉讼
300001,特锐德,业绩预告
300001,特锐德,分红/增持/回购
300001,特锐德,人事变动
300001,特锐德,质押/解押
002819,东方中科,分红/增持/回购
002819,东方中科,业绩预告
002819,东方中科,重大诉讼
688701,卓锦股份,人事变动
688701,卓锦股份,业绩预告
688639,华恒生物,人事变动
688639,华恒生物,业绩预告
688610,埃科光电,业绩预告
688610,埃科光电,分红/增持/回购
688610,埃科光电,人事变动
688586,江航装备,业绩预告
688556,高测股份,质押/解押
688556,高测股份,重大诉讼
688525,佰维存储,业绩预告
688525,佰维存储,分红/增持/回购
688432,有研硅,业绩预告
688432,有研硅,并购重组
688432,有研硅,出售/转让
688398,赛特新材,分红/增持/回购
688398,赛特新材,人事变动
688398,赛特新材,破产重整
688398,赛特新材,业绩预告
688381,帝奥微,人事变动
688381,帝奥微,出售/转让
688381,帝奥微,分红/增持/回购
688381,帝奥微,破产重整
688350,富淼科技,分红/增持/回购
688350,富淼科技,并购重组
688350,富淼科技,人事变动
688350,富淼科技,业绩预告
688350,富淼科技,立案/处罚
688347,华虹宏力,破产重整
688347,华虹宏力,并购重组
688302,海创药业,人事变动
688302,海创药业,破产重整
688270,ST臻镭,人事变动
688270,ST臻镭,业绩预告
688270,ST臻镭,破产重整
688200,华峰测控,出售/转让
688193,仁度生物,出售/转让
688193,仁度生物,人事变动
688163,赛伦生物,分红/增持/回购
688163,赛伦生物,破产重整
688081,兴图新科,业绩预告
688081,兴图新科,重大诉讼
688081,兴图新科,人事变动
688041,海光信息,业绩预告
688041,海光信息,人事变动
688012,中微公司,并购重组
688012,中微公司,人事变动
688012,中微公司,业绩预告
688012,中微公司,破产重整
688004,博汇科技,出售/转让
688003,天准科技,业绩预告
605589,圣泉集团,质押/解押
605589,圣泉集团,业绩预告
605589,圣泉集团,破产重整
605567,春雪食品,分红/增持/回购
605567,春雪食品,业绩预告
605255,天普股份,业绩预告
605255,天普股份,分红/增持/回购
605255,天普股份,并购重组
605183,确成股份,人事变动
605183,确成股份,破产重整
605183,确成股份,分红/增持/回购
605183,确成股份,业绩预告
603997,继峰股份,业绩预告
603958,哈森股份,业绩预告
603958,哈森股份,并购重组
603958,哈森股份,出售/转让
603922,ST金鸿顺,立案/处罚
603922,ST金鸿顺,退市风险
603922,ST金鸿顺,质押/解押
603922,ST金鸿顺,人事变动
603922,ST金鸿顺,出售/转让
603922,ST金鸿顺,破产重整
603908,牧高笛,业绩预告
603908,牧高笛,人事变动
603803,瑞斯康达,业绩预告
603803,瑞斯康达,人事变动
603803,瑞斯康达,重大诉讼
603787,新日股份,破产重整
603787,新日股份,质押/解押
603787,新日股份,业绩预告
603786,科博达,业绩预告
603611,诺力股份,人事变动
603611,诺力股份,业绩预告
603611,诺力股份,破产重整
603389,亚振家居,退市风险
603389,亚振家居,业绩预告
603389,亚振家居,并购重组
603358,华达科技,分红/增持/回购
603358,华达科技,业绩预告
603335,迪生力,质押/解押
603335,迪生力,业绩预告
603335,迪生力,并购重组
603322,超讯科技,质押/解押
603322,超讯科技,重大诉讼
603322,超讯科技,人事变动
603322,超讯科技,业绩预告
603288,海天味业,分红/增持/回购
603288,海天味业,业绩预告
603286,日盈电子,业绩预告
603286,日盈电子,出售/转让
603231,索宝蛋白,分红/增持/回购
603231,索宝蛋白,业绩预告
603209,兴通股份,分红/增持/回购
603209,兴通股份,业绩预告
603209,兴通股份,出售/转让
603202,天有为,分红/增持/回购
603202,天有为,业绩预告
603111,康尼机电,澄清/辟谣
603111,康尼机电,分红/增持/回购
603111,康尼机电,业绩预告
603086,先达股份,出售/转让
603086,先达股份,业绩预告
603002,宏昌电子,业绩预告
603002,宏昌电子,立案/处罚
603002,宏昌电子,分红/增持/回购
601880,辽港股份,人事变动
601880,辽港股份,分红/增持/回购
601880,辽港股份,破产重整
601880,辽港股份,业绩预告
601838,成都银行,人事变动
601838,成都银行,分红/增持/回购
601838,成都银行,业绩预告
601700,风范股份,破产重整
601700,风范股份,质押/解押
601700,风范股份,出售/转让
